activity_id,deal_id,Type,marked_as_done_ts,deleted
3116,4615,call,2021-12-06,false
3126,1660,call,2021-09-27,false
3639,164,call,2022-12-20,false
3704,1043,call,2020-12-30,false
3857,752,call,2019-10-28,false
3862,4692,call,2020-02-03,false
4052,1663,call,2020-07-08,false
4976,3725,call,2021-08-23,false
5004,4472,call,2021-08-18,false
5114,306,call,2021-10-04,false
5123,306,call,2021-10-19,false
5196,4141,call,2021-12-09,false
5204,3598,call,2021-11-11,false
5297,9,call,2022-01-18,false
6779,1039,call,2020-08-07,false
6828,2604,call,2020-06-24,false
6941,2703,call,2020-11-16,false
6954,3863,call,2021-01-07,false
7051,3912,call,2020-10-16,false
7131,3894,call,2021-12-15,false
7595,885,call,2021-09-22,false
7596,3132,call,2021-08-16,false
7714,4780,call,2021-12-10,false
7724,4415,call,2021-12-09,false
8237,2243,call,2023-02-28,false
8374,4638,call,2020-08-11,false
8378,1372,call,2020-08-26,false
8405,3227,call,2021-05-11,false
8450,4814,call,2021-10-21,false
8476,3761,call,2022-01-11,false
8585,3312,call,2022-06-01,false
9446,4645,call,2021-01-04,false
9464,979,call,2021-10-07,false
9498,498,call,2021-07-15,false
9506,4634,call,2021-03-15,false
9510,1395,call,2021-07-06,false
9513,3247,call,2021-05-10,false
10060,3626,call,2023-02-06,false
10294,4752,call,2023-02-17,false
10539,1748,call,2020-08-19,false
10670,2076,call,2021-01-14,false
10677,649,call,2021-02-19,false
10725,1909,call,2020-12-23,false
10736,1344,call,2021-04-16,false
10875,1021,call,2021-09-09,false
10896,3812,call,2021-08-20,false
10910,2137,call,2021-09-14,false
10944,1961,call,2021-10-13,false
11017,2589,call,2021-11-18,false
12554,4056,call,,true
12590,3276,call,2019-12-12,false
12614,1692,call,2020-01-21,false
12643,911,call,2020-05-06,false
12881,3481,call,2021-02-16,false
12999,1005,call,2021-10-08,false
13118,3721,call,2021-12-01,false
13805,4602,call,2022-11-09,false
13838,1724,call,2022-11-29,false
14121,4128,call,,true
14466,1278,call,,true
14481,3846,call,,true
14780,1795,call,2019-07-03,false
14781,3075,call,2020-05-25,false
14811,1956,call,2019-09-03,false
14877,230,call,2020-03-04,false
14881,4293,call,2020-02-28,false
14994,4311,call,2020-10-27,false
15083,2708,call,2021-03-05,false
15116,694,call,2020-10-15,false
15722,3386,call,2020-04-22,false
15840,3573,call,2020-10-09,false
15893,4615,call,2021-11-15,false
15932,2920,call,2021-03-10,false
15999,2569,call,2021-03-31,false
16004,4574,call,2021-04-15,false
16017,804,call,2021-04-09,false
16072,1314,call,2021-07-09,false
16418,4244,call,2021-12-16,false
16482,3976,call,2022-12-08,false
17770,413,call,2022-11-08,false
17866,1665,call,2023-01-12,false
17949,1615,call,,true
18138,4088,call,2020-11-04,false
18181,1312,call,2021-09-07,false
18198,4543,call,2021-09-13,false
18243,2865,call,2021-10-22,false
18253,1272,call,2021-12-21,false
18296,4754,call,2022-01-28,false
18640,1330,call,2022-04-20,false
18765,1827,call,2022-06-13,false
18975,1684,call,2022-01-19,false
19430,906,call,2019-10-10,false
19829,566,call,2020-11-26,false
20046,3274,call,2022-01-19,false
20111,3505,call,2021-02-08,false
20132,2840,call,2021-04-14,false
20147,2151,call,2021-04-20,false
20180,1298,call,2021-05-07,false
20213,2318,call,2021-08-03,false
20249,1801,call,2021-09-22,false
20267,1486,call,2021-09-13,false
20620,4765,call,,true
20674,1690,call,2021-08-25,false
20683,2546,call,2021-08-10,false
20684,2546,call,2021-08-10,false
20769,942,call,2021-09-14,false
21564,394,call,2023-01-16,false
461,2090,call,,false
632,609,call,,false
798,1721,call,,false
805,3110,call,,false
1513,1858,call,2023-04-17,false
1879,3091,call,2021-04-26,false
2368,3690,call,2023-01-06,false
2523,323,call,2021-12-15,false
2549,486,call,2021-11-09,false
2809,2552,call,2022-05-04,false
2965,2029,call,2020-03-25,false
3047,4918,call,2020-09-14,false
3195,2462,call,2021-11-09,false
3214,3894,call,2021-11-09,false
3233,1963,call,2021-12-14,false
3238,1106,call,2021-12-02,false
3656,4517,call,2020-11-02,false
3884,58,call,2019-11-25,false
4026,1461,call,2020-06-11,false
4053,1530,call,2020-07-01,false
4059,2054,call,2020-09-16,false
4074,4930,call,2020-08-25,false
4670,735,call,,true
4789,3873,call,2022-01-17,false
5071,2632,call,2021-09-06,false
5117,306,call,2021-11-03,false
5119,306,call,2021-11-02,false
5124,688,call,2021-09-22,false
5157,1179,call,2021-10-21,false
5248,1096,call,2022-01-13,false
6111,304,call,2022-11-07,false
6796,101,call,2020-09-02,false
6815,287,call,2020-07-13,false
6925,2935,call,2020-11-09,false
7134,4156,call,2021-12-02,false
7189,4445,call,2022-01-24,false
7526,453,call,2021-10-07,false
7591,885,call,2021-09-08,false
7657,4199,call,2021-09-15,false
7705,518,call,2022-01-14,false
8359,1502,call,2020-07-21,false
8687,3156,call,2022-05-12,false
8998,4716,call,2023-01-20,false
9471,3746,call,2021-02-10,false
9627,31,call,2022-01-03,false
10155,2707,call,2023-01-11,false
10157,2707,call,2022-12-19,false
10243,3609,call,2023-01-18,false
10419,546,call,,true
10652,1123,call,2021-02-12,false
10680,1985,call,2021-01-14,false
10786,1559,call,2021-05-26,false
10830,4447,call,2021-05-28,false
11005,2568,call,2021-11-01,false
11035,4342,call,2021-11-18,false
11047,2997,call,2022-01-13,false
11058,4743,call,2022-01-04,false
11066,2347,call,2021-11-16,false
11089,2491,call,2022-01-18,false
11574,4993,call,2022-05-05,false
12535,295,call,,true
12591,3543,call,2020-08-28,false
12600,1620,call,2020-03-09,false
12652,492,call,2020-06-12,false
13068,3534,call,2021-10-04,false
14125,4202,call,,true
14451,1551,call,,true
14642,814,call,,true
14710,1681,call,2021-08-16,false
14711,1681,call,2021-09-02,false
14784,3075,call,2020-05-25,false
14942,2157,call,2020-01-24,false
14997,3757,call,2020-12-17,false
15072,1264,call,2020-06-11,false
15142,3699,call,2020-11-30,false
15144,3699,call,2021-01-06,false
15156,3926,call,2020-11-30,false
15222,1991,call,2021-02-10,false
15231,3715,call,2021-03-08,false
15293,3199,call,2021-05-19,false
15340,3542,call,2021-05-20,false
15347,2878,call,2021-05-27,false
15732,3936,call,2020-06-12,false
15737,924,call,2020-05-27,false
15754,364,call,2020-08-17,false
15756,364,call,2020-07-27,false
15798,3166,call,2021-09-22,false
15900,2201,call,2021-09-15,false
15903,3494,call,2021-02-25,false
15909,3494,call,2021-01-29,false
15967,4084,call,2021-03-22,false
16034,4024,call,2021-05-18,false
16089,1689,call,2021-07-13,false
16126,3592,call,2021-11-08,false
16146,481,call,2021-10-28,false
16222,975,call,2021-11-23,false
16245,3099,call,2022-01-24,false
16539,922,call,2023-02-22,false
17228,2561,call,,true
17698,407,call,2023-01-12,false
18089,3982,call,2020-05-13,false
18158,2830,call,2021-03-29,false
18184,1312,call,2021-09-14,false
18966,1353,call,2022-01-13,false
19356,2312,call,2021-03-31,false
19553,4930,call,2020-10-22,false
19564,26,call,2021-02-16,false
19647,4330,call,2021-03-10,false
19779,1699,call,2020-11-26,false
19795,1561,call,2020-11-06,false
19866,4438,call,2021-03-16,false
19877,132,call,2021-04-20,false
19945,3877,call,2021-09-03,false
20185,1605,call,2021-06-08,false
20206,2835,call,2021-06-08,false
20221,4140,call,2021-08-26,false
20258,3763,call,2021-08-23,false
20277,4834,call,2021-09-28,false
20440,3473,call,2023-01-10,false
20613,134,call,,true
20668,993,call,2021-07-08,false
20721,4502,call,2021-08-24,false
20748,3369,call,2021-08-10,false
20788,4894,call,2021-11-09,false
21609,4525,call,2023-02-20,false
108,4928,call,,false
596,2666,call,,false
624,1095,call,,false
906,4885,call,2023-04-11,false
1397,3410,call,,false
1897,3701,call,2021-06-21,false
2579,481,call,2022-01-05,false
2878,533,call,2019-08-12,false
3159,4306,call,2021-07-01,false
3165,4732,call,2021-07-21,false
3166,4732,call,2021-07-21,false
3707,343,call,2020-12-17,false
3924,4010,call,2020-04-15,false
4007,4562,call,2020-05-14,false
4945,3628,call,2021-12-07,false
5028,1709,call,2021-09-15,false
5061,3316,call,2021-08-12,false
5086,615,call,2021-09-22,false
5152,1103,call,2021-12-01,false
5245,1096,call,2022-01-26,false
5352,3535,call,2022-01-11,false
6501,1717,call,2022-12-02,false
6775,1039,call,2020-08-03,false
6806,62,call,2020-10-02,false
6825,4353,call,2020-07-06,false
6915,926,call,2020-12-16,false
7027,4488,call,2020-07-23,false
7042,1610,call,2020-07-23,false
7125,3894,call,2021-12-17,false
7132,3894,call,2021-11-16,false
7436,3853,call,2020-12-16,false
7510,3101,call,2021-06-02,false
7524,453,call,2021-04-22,false
7578,1677,call,2021-06-03,false
7618,1459,call,2021-07-08,false
7625,2573,call,2021-08-12,false
7639,4083,call,2021-09-14,false
7694,1270,call,2021-12-02,false
7716,2422,call,2022-02-04,false
7727,3174,call,2022-01-18,false
7782,2009,call,2021-12-28,false
8370,861,call,2020-07-27,false
8396,2560,call,2021-02-11,false
8810,2774,call,2023-02-07,false
8858,2138,call,2023-03-08,false
8978,802,call,2022-12-05,false
9413,4351,call,2021-01-08,false
9546,4209,call,2021-08-12,false
9574,3005,call,2021-09-27,false
10498,71,call,,true
10699,2458,call,2020-12-21,false
10986,2254,call,2021-09-16,false
11018,3713,call,2021-10-25,false
11071,4368,call,2021-12-07,false
11091,2491,call,2021-12-17,false
12593,4608,call,2019-12-16,false
12684,1955,call,2019-08-26,false
12804,1811,call,2021-11-17,false
13001,1005,call,2021-10-06,false
13038,3686,call,2021-12-01,false
13858,3109,call,2022-12-12,false
14108,1013,call,,true
14343,475,call,,true
14640,1147,call,,true
14718,774,call,2020-06-17,false
14928,4165,call,2020-02-17,false
14950,3176,call,2020-02-04,false
15938,1141,call,2021-03-03,false
15960,92,call,2021-03-11,false
16022,4377,call,2021-06-07,false
16054,2240,call,2021-06-18,false
16118,3231,call,2021-09-29,false
16198,54,call,2021-11-15,false
16201,3343,call,2021-12-09,false
16223,1740,call,2021-12-07,false
16254,4065,call,2021-12-16,false
16433,753,call,2022-01-12,false
16454,2507,call,2019-03-21,false
16517,1346,call,2023-01-04,false
17159,2414,call,2023-01-26,false
17255,2972,call,,true
18125,3166,call,2020-10-21,false
18199,4543,call,2021-09-27,false
18202,4543,call,2021-10-05,false
18284,2723,call,2022-01-03,false
18733,4620,call,2022-06-27,false
18867,2171,call,,true
19653,3226,call,2021-05-20,false
19661,3356,call,2021-06-16,false
19736,464,call,2020-12-01,false
19798,4862,call,2020-12-17,false
20010,2715,call,2021-11-23,false
20033,1716,call,2021-12-01,false
20054,4252,call,2022-01-10,false
20124,1505,call,2021-03-17,false
20151,3396,call,2021-05-05,false
20181,4179,call,2021-05-20,false
20389,1571,call,2023-01-13,false
20647,1869,call,2021-06-10,false
20762,960,call,2021-08-10,false
20810,583,call,2021-10-28,false
465,2862,call,,false
1202,4765,call,2023-04-05,false
1597,1540,call,,false
1609,2586,call,,false
1940,3540,call,2020-10-09,false
1954,4535,call,2021-05-27,false
2120,2166,call,2022-12-09,false
2610,1227,call,2021-12-09,false
2688,3706,call,2022-04-13,false
2969,2936,call,2020-06-12,false
3012,4228,call,2020-09-10,false
3096,573,call,2020-10-28,false
3144,3238,call,2021-06-09,false
3182,4611,call,2021-09-03,false
3222,543,call,2021-11-30,false
3710,662,call,2019-07-08,false
4123,4073,call,2020-10-21,false
4956,3489,call,2021-07-13,false
4981,387,call,2021-09-02,false
4994,2420,call,2021-07-29,false
5136,4744,call,2021-12-07,false
5160,1671,call,2021-10-28,false
5209,1194,call,2021-12-01,false
6549,3067,call,2023-01-09,false
6672,1835,call,2023-01-23,false
6802,2085,call,2020-08-20,false
6865,2975,call,2020-09-14,false
7151,966,call,2021-12-23,false
7425,3113,call,2021-03-10,false
7427,652,call,2021-02-08,false
7435,2952,call,2021-03-04,false
7468,2408,call,2021-04-08,false
7483,3759,call,2021-03-09,false
7584,3003,call,2021-07-21,false
7658,2599,call,2021-10-26,false
7754,2727,call,2022-01-12,false
8309,876,call,2023-03-16,false
8472,1595,call,2021-11-24,false
8569,3575,call,2022-05-10,false
8606,2393,call,2022-06-02,false
8641,2006,call,2022-05-23,false
8874,760,call,,true
9454,4580,call,2021-03-31,false
10046,1388,call,2023-01-18,false
10211,999,call,2022-12-23,false
10464,108,call,,true
10547,1166,call,2020-08-21,false
10658,852,call,2021-01-20,false
10659,852,call,2021-02-04,false
10663,656,call,2021-02-18,false
10724,1909,call,2021-01-08,false
10808,1547,call,2021-04-29,false
10962,1534,call,2021-10-07,false
11000,3703,call,2021-09-20,false
11041,2997,call,2021-12-07,false
12588,3253,call,2019-12-04,false
12717,4469,call,2020-02-28,false
12915,4556,call,2021-06-04,false
12991,1799,call,2021-09-27,false
13106,4425,call,2022-02-02,false
13128,1122,call,2022-01-25,false
13702,3739,call,2023-01-23,false
14048,864,call,,true
14133,1231,call,2022-12-06,false
14700,2506,call,,true
14794,2129,call,2019-08-08,false
14949,4074,call,2020-09-15,false
15068,2650,call,2020-09-17,false
15148,4049,call,2020-12-15,false
15731,4170,call,2020-04-27,false
15794,3166,call,2021-08-13,false
15923,1396,call,2021-03-15,false
15928,1396,call,2021-02-24,false
15976,1291,call,2021-03-04,false
16043,1981,call,2021-05-26,false
16119,3231,call,2021-10-13,false
16155,1806,call,2021-10-27,false
16179,4075,call,2021-10-22,false
16206,3343,call,2021-11-23,false
16315,1178,call,2022-01-27,false
16387,988,call,2021-12-23,false
17016,4030,call,2023-01-03,false
17249,2177,call,,true
18097,714,call,2020-07-10,false
18171,3179,call,2021-04-12,false
18266,532,call,2022-01-25,false
18913,4916,call,2021-12-27,false
19345,727,call,2019-08-30,false
19431,4196,call,2020-12-11,false
19533,4603,call,2020-06-10,false
19535,2152,call,2020-08-24,false
19539,1867,call,2020-06-24,false
19618,4036,call,2021-01-29,false
19734,464,call,2020-08-13,false
20123,4649,call,2021-02-19,false
20142,4831,call,2021-04-27,false
20154,1911,call,2021-04-16,false
20217,4140,call,2021-10-04,false
20444,4078,call,2022-12-23,false
20598,3357,call,2023-03-17,false
20689,4724,call,2021-08-04,false
20732,1262,call,2021-08-03,false
20749,3369,call,2021-08-11,false
20772,4863,call,2021-08-24,false
20804,439,call,2021-11-18,false
20878,2860,call,2022-01-31,false
20889,4125,call,2022-01-10,false
20931,2733,call,2022-01-24,false
21028,1163,call,2022-07-25,false
557,3254,call,,false
943,4927,call,,false
1613,2586,call,,false
1714,1574,call,,false
1865,1395,call,2021-04-14,false
1992,3772,call,2021-10-05,false
2531,3628,call,2021-12-02,false
2532,4604,call,2022-01-11,false
2576,481,call,2022-01-27,false
2904,1900,call,2019-05-15,false
3110,1136,call,2021-01-06,false
3148,2835,call,2021-06-08,false
3254,2068,call,2022-01-05,false
3711,727,call,2019-09-06,false
4960,1650,call,2021-08-23,false
4986,2420,call,2021-09-17,false
5105,535,call,2021-11-04,false
6547,1411,call,2023-02-13,false
6772,68,call,2020-10-05,false
6778,1039,call,2020-08-12,false
6799,2227,call,2020-07-01,false
6916,926,call,2020-11-06,false
6944,2703,call,2020-11-17,false
7128,3894,call,2021-11-09,false
7161,1106,call,2021-12-20,false
7193,4424,call,2022-01-07,false
7464,4938,call,2021-02-25,false
7758,465,call,2021-12-02,false
8162,4809,call,2022-11-28,false
8361,1502,call,2020-08-07,false
8400,1281,call,2021-04-06,false
8422,1488,call,2021-07-27,false
8747,3391,call,2022-11-22,false
9350,4968,call,2022-12-08,false
9392,294,call,2021-03-03,false
9570,1650,call,2021-08-25,false
9590,4592,call,2021-10-06,false
10207,4643,call,2022-12-05,false
10248,3609,call,2023-01-02,false
10590,614,call,2020-10-29,false
10619,461,call,2020-12-10,false
10701,3625,call,2021-01-13,false
10704,3625,call,2020-12-18,false
10817,2245,call,2021-05-06,false
10884,4327,call,2021-07-02,false
10939,1961,call,2021-09-17,false
10946,1961,call,2021-10-15,false
10956,4389,call,2021-10-07,false
11129,4468,call,2022-02-03,false
11357,738,call,2020-10-16,false
11422,3878,call,2022-01-03,false
12529,1604,call,,true
12637,4292,call,2020-07-24,false
12704,3265,call,2020-02-07,false
12994,1799,call,2021-10-27,false
13115,1032,call,2021-11-23,false
13703,3739,call,2023-01-19,false
14105,4928,call,,true
14223,4932,call,,true
14607,717,call,,true
14639,4783,call,,true
14723,293,call,2019-09-10,false
14786,3075,call,2019-07-02,false
14846,4663,call,2019-09-10,false
14874,1471,call,2020-09-29,false
15108,893,call,2021-01-29,false
15143,3699,call,2020-12-29,false
15150,4103,call,2020-12-28,false
15373,2987,call,2021-06-17,false
15736,4876,call,2020-04-16,false
15814,3349,call,2021-03-17,false
15971,4084,call,2021-03-24,false
15982,2704,call,2021-03-15,false
16000,142,call,2021-03-30,false
16036,1409,call,2021-05-14,false
16098,1091,call,2021-09-13,false
16108,47,call,2021-08-17,false
16208,3343,call,2021-11-29,false
16391,988,call,2022-01-11,false
16392,988,call,2021-12-07,false
16396,2880,call,2021-11-25,false
16406,3613,call,2021-11-16,false
17031,3848,call,2023-01-06,false
17741,2540,call,2023-01-12,false
18061,1803,call,2019-04-01,false
18128,2192,call,2020-11-30,false
18642,1330,call,2022-04-08,false
18959,3239,call,2021-12-21,false
18980,1684,call,2022-02-03,false
19409,4416,call,2019-11-08,false
19472,131,call,2020-08-31,false
19610,4951,call,2021-02-10,false
19777,1699,call,2021-07-22,false
20004,3018,call,2021-11-03,false
20115,172,call,2021-02-11,false
20119,4688,call,2021-03-05,false
20169,4105,call,2021-04-26,false
20174,2950,call,2021-05-03,false
20229,3696,call,2021-07-29,false
20253,2084,call,2021-09-16,false
20281,1741,call,2021-11-02,false
20544,4839,call,2023-03-06,false
20761,1976,call,2021-08-24,false
20773,4863,call,2021-09-01,false
20802,439,call,2021-12-02,false
102,2744,call,2023-03-28,false
1209,3192,call,2023-03-27,false
1566,85,call,,false
1598,1540,call,,false
2063,4319,call,2021-08-12,false
2404,3082,call,2023-01-04,false
2559,4592,call,2021-12-09,false
2560,4592,call,2021-12-22,false
2569,2416,call,2021-11-12,false
2939,1021,call,2021-09-09,false
2976,285,call,2021-02-05,false
3174,1850,call,2021-09-22,false
3247,4002,call,2021-12-14,false
3248,4002,call,2021-12-14,false
3727,4756,call,2020-04-16,false
3811,3900,call,2019-12-04,false
3823,2162,call,2019-09-11,false
3952,1965,call,2020-07-16,false
4063,910,call,2020-07-23,false
4692,45,call,2021-12-14,false
5009,2623,call,2021-08-06,false
5014,1626,call,2021-08-16,false
5150,2817,call,2021-11-30,false
5176,370,call,2021-12-09,false
5193,4141,call,2021-12-06,false
5244,1096,call,2022-01-06,false
5308,753,call,2022-02-03,false
5313,2028,call,2022-01-06,false
6783,4517,call,2020-07-27,false
6843,2110,call,2020-07-28,false
6850,2202,call,2021-01-18,false
6907,2798,call,2020-12-17,false
6923,190,call,2020-11-09,false
7129,3894,call,2021-12-16,false
7135,4156,call,2021-12-06,false
7155,594,call,2021-12-14,false
7490,855,call,2021-03-30,false
7590,885,call,2021-08-06,false
8317,4085,call,,true
8497,1323,call,2022-01-11,false
8812,3021,call,2023-02-14,false
8860,2105,call,2023-03-16,false
8907,2902,call,2022-12-29,false
9264,173,call,2022-07-13,false
9396,1083,call,2020-12-03,false
9585,4175,call,2021-10-06,false
10124,1398,call,2022-12-07,false
10754,4396,call,2021-04-14,false
10778,3088,call,2021-05-04,false
10931,3697,call,2021-10-29,false
11008,3372,call,2021-10-28,false
11012,784,call,2021-10-28,false
11136,3585,call,2022-01-13,false
11825,683,call,,true
12040,3663,call,,true
12631,2861,call,2020-04-02,false
12651,492,call,2020-05-04,false
12658,287,call,2020-07-10,false
12769,1572,call,2021-01-26,false
12821,522,call,2021-02-01,false
12846,557,call,2021-02-04,false
12921,2692,call,2021-05-04,false
13025,177,call,2021-11-19,false
13926,3470,call,2023-01-19,false
14029,81,call,,true
14146,2780,call,2022-11-28,false
14171,4588,call,,true
14286,4641,call,,true
14609,873,call,,true
14757,4967,call,2019-06-11,false
14888,4676,call,2020-02-24,false
14914,1259,call,2020-09-14,false
14926,570,call,2021-06-09,false
14978,2606,call,2020-10-12,false
15267,3061,call,2021-04-22,false
15353,79,call,2021-05-10,false
15362,697,call,2021-08-11,false
15779,270,call,2021-08-31,false
15805,1494,call,2020-11-18,false
15822,3367,call,2020-10-13,false
15871,126,call,2020-12-17,false
15876,2321,call,2021-01-20,false
15917,1305,call,2021-02-08,false
15944,3667,call,2021-02-24,false
15963,92,call,2021-02-24,false
15983,3427,call,2021-03-17,false
16075,4519,call,2021-08-30,false
16084,292,call,2021-07-15,false
16191,2867,call,2022-01-27,false
16216,3343,call,2021-12-03,false
16324,867,call,2022-01-24,false
16373,4367,call,2021-11-23,false
17815,1224,call,2023-01-04,false
18186,1394,call,2021-09-07,false
18228,1968,call,2021-10-12,false
18290,4754,call,2021-12-28,false
18827,173,call,2022-07-12,false
18861,1048,call,,true
18955,1269,call,2021-12-20,false
19343,662,call,2020-12-23,false
19638,2385,call,2021-02-17,false
19994,1288,call,2021-09-28,false
20122,4649,call,2021-02-05,false
20163,3624,call,2021-05-28,false
20659,4094,call,2021-06-23,false
20727,4732,call,2021-08-04,false
20745,1393,call,2021-08-05,false
20824,2281,call,2021-11-04,false
20851,3211,call,2021-10-28,false
265,3444,call,,false
380,3742,call,,false
569,768,call,,false
725,2301,call,,false
945,3631,call,,false
1850,2385,call,2021-02-26,false
1887,2278,call,2021-05-17,false
1906,95,call,2021-08-10,false
2004,1259,call,2021-06-16,false
2058,589,call,2021-07-06,false
2597,4091,call,2022-01-07,false
2921,4154,call,2021-07-16,false
2973,285,call,2021-01-06,false
3123,2759,call,2021-03-03,false
3131,142,call,2021-04-07,false
3203,2912,call,2021-10-18,false
3226,594,call,2021-12-14,false
3706,343,call,2020-12-17,false
4701,2024,call,2021-11-23,false
4720,1345,call,2022-02-08,false
4936,460,call,2021-12-13,false
4949,3628,call,2021-12-02,false
5094,3765,call,2021-09-09,false
5203,3598,call,2021-11-25,false
6393,4730,call,2022-11-03,false
6740,337,call,,true
6790,2428,call,2020-07-17,false
6795,2237,call,2020-07-13,false
6911,652,call,2020-12-22,false
7087,2147,call,2020-10-19,false
7443,2823,call,2021-01-26,false
7563,1206,call,2021-06-21,false
7675,3116,call,2021-10-01,false
7709,2426,call,2022-01-05,false
8389,1375,call,2020-12-21,false
8482,2940,call,2021-12-16,false
8887,2541,call,,true
9066,4050,call,,true
9306,3521,call,2023-01-19,false
9478,3882,call,2021-05-31,false
10545,1166,call,2020-08-26,false
10564,476,call,2020-10-05,false
10682,4951,call,2021-02-16,false
10802,2504,call,2021-04-15,false
11016,2589,call,2021-11-19,false
11026,4875,call,2021-11-24,false
11034,4342,call,2022-01-26,false
11055,2997,call,2021-12-21,false
11282,833,call,2020-07-07,false
12599,1620,call,2020-02-17,false
